,Duration,Start station number,End station number,Bike number,Member type
108392,460,31619,31623,674,1
108393,557,31109,31227,858,1
108394,406,31202,31200,116,1
108395,773,31214,31238,10,1
108396,372,31202,31238,432,1
108397,325,31010,31011,831,1
108398,251,31229,31200,654,1
108399,485,31223,31201,924,1
108400,409,31101,31104,40,1
108401,366,31203,31224,885,1
108402,477,31203,31221,743,1
108403,1150,31227,31222,631,0
108404,526,31229,31100,345,1
108405,1418,31107,31218,5,1
108406,440,31110,31224,915,1
108407,320,31604,31603,100,0
108408,543,31213,31204,614,1
108409,1010,31221,31609,705,1
108410,109,31600,31600,830,1
108411,1235,31110,31620,478,1
108412,224,31110,31200,453,1
108413,333,31110,31212,499,1
108414,380,31103,31106,815,1
108415,271,31212,31100,358,1
108416,433,31600,31227,273,1
108417,530,31237,31110,683,1
108418,902,31618,31222,693,1
108419,496,31213,31220,721,1
108420,709,31401,31214,58,1
108421,305,31202,31238,118,1
108422,1161,31101,31215,270,1
108423,802,31623,31224,85,1
108424,432,31223,31216,142,1
108425,799,31618,31219,437,1
108426,173,31202,31201,211,1
108427,410,31110,31224,248,1
108428,1005,31602,31213,805,1
108429,568,31201,31237,320,1
108430,204,31104,31106,346,1
108431,356,31201,31216,198,1
108432,807,31700,31613,445,1
108433,589,31229,31205,395,1
108434,525,31110,31225,238,1
108435,1382,31222,31222,693,0
108436,371,31007,31009,291,1
108437,380,31009,31009,585,1
108438,1316,31214,31217,58,1
108439,1212,31805,31623,536,1
108440,425,31101,31213,466,1
108441,910,31105,31624,343,1
108442,327,31110,31221,643,1
108443,1022,31503,31221,258,1
108444,492,31205,31219,565,1
108445,444,31622,31623,709,1
108446,636,31602,31203,334,1
108447,852,31103,31205,304,1
108448,441,31606,31608,747,1
108449,700,31229,31227,603,1
108450,626,31400,31105,370,1
108451,65,31600,31600,830,1
108452,567,31602,31229,839,1
108453,318,31600,31624,365,1
108454,352,31218,31219,5,1
108455,300,31200,31213,116,1
108456,866,31503,31200,293,1
108457,1506,31108,31212,572,1
108458,263,31103,31106,629,1
108459,673,31103,31216,297,1
108460,1172,31110,31228,216,1
108461,417,31010,31003,606,1
108462,455,31213,31206,116,1
108463,607,31229,31100,227,1
108464,162,31202,31214,819,1
108465,977,31105,31222,370,1
108466,1143,31201,31106,924,1
108467,1075,31500,31401,470,1
108468,784,31204,31623,189,1
108469,231,31237,31224,770,1
108470,545,31229,31207,839,1
108471,277,31223,31620,841,1
108472,313,31229,31110,660,1
108473,724,31107,31238,763,1
108474,321,31212,31213,499,1
108475,752,31503,31214,876,1
108476,478,31218,31208,203,1
108477,543,31111,31228,448,1
108478,258,31400,31602,692,1
108479,653,31602,31200,748,1
108480,661,31228,31220,647,1
108481,226,31401,31602,562,1
108482,1205,31102,31236,593,1
108483,797,31103,31100,498,1
108484,152,31107,31103,221,1
108485,701,31101,31200,117,1
108486,873,31226,31100,958,1
108487,945,31108,31222,946,1
108488,645,31203,31620,334,1
108489,266,31101,31203,862,1
108490,438,31229,31201,56,1
108491,376,31620,31623,145,1
108492,214,31602,31401,562,1
108493,310,31213,31212,499,1
108494,357,31602,31202,260,1
108495,792,31620,31100,635,1
108496,290,31606,31613,874,1
108497,881,31214,31400,122,1
108498,210,31103,31602,746,1
108499,1292,31613,31235,178,1
108500,174,31205,31212,304,1
108501,197,31110,31200,687,1
108502,426,31100,31225,345,1
108503,1123,31101,31228,171,1
108504,174,31206,31100,450,1
108505,635,31003,31003,231,1
108506,106,31103,31105,680,1
108507,465,31611,31623,637,1
108508,306,31601,31619,210,1
108509,3801,31011,31011,863,1
108510,586,31221,31503,725,1
108511,1328,31226,31107,96,1
108512,421,31602,31104,953,1
108513,216,31200,31110,401,1
108514,264,31618,31619,495,1
108515,409,31623,31620,145,1
108516,563,31217,31219,714,1
108517,1071,31212,31205,304,1
108518,101,31613,31613,945,1
108519,810,31101,31227,241,1
108520,1554,31204,31237,25,0
108521,673,31208,31218,203,1
108522,359,31619,31610,866,0
108523,557,31101,31200,263,1
108524,472,31216,31200,670,1
108525,257,31104,31110,453,1
108526,108,31222,31238,631,1
108527,5570,31620,31600,755,1
108528,406,31104,31201,299,1
108529,385,31101,31200,398,1
108530,831,31503,31602,897,1
108531,382,31603,31624,467,1
108532,501,31102,31202,731,1
108533,1421,31613,31623,381,1
108534,362,31009,31010,585,1
108535,277,31200,31201,263,1
108536,344,31603,31624,458,1
108537,700,31202,31602,260,1
108538,1621,31236,31101,373,0
108539,400,31225,31100,456,1
108540,1525,31237,31225,859,0
108541,1423,31401,31225,685,1
108542,1059,31225,31104,522,1
108543,397,31624,31603,467,1
108544,880,31109,31100,502,1
108545,305,31216,31100,142,1
108546,1247,31217,31620,600,0
108547,596,31602,31200,621,1
108548,346,31610,31619,362,0
108549,287,31620,31228,334,1
108550,221,31100,31221,635,1
108551,732,31101,31222,135,1
108552,647,31101,31222,850,1
108553,657,31217,31600,567,1
108554,204,31104,31103,953,1
108555,134,31238,31216,745,1
108556,271,31104,31110,664,1
108557,237,31009,31007,899,1
108558,5377,31216,31218,198,0
108559,248,31103,31214,940,1
108560,628,31503,31228,865,1
108561,573,31227,31111,549,1
108562,5266,31216,31218,350,0
108563,586,31111,31228,103,1
108564,366,31200,31202,398,1
108565,141,31224,31100,387,1
108566,752,31218,31616,95,1
108567,177,31216,31222,745,1
108568,330,31213,31203,466,1
108569,758,31216,31616,512,1
108570,281,31221,31100,574,1
108571,627,31235,31217,99,1
108572,201,31227,31228,858,1
108573,951,31105,31204,68,1
108574,726,31111,31107,549,1
108575,953,31202,31620,731,1
108576,1032,31225,31236,859,0
108577,3859,31101,31101,373,0
108578,493,31225,31221,141,1
108579,379,31201,31216,263,1
108580,301,31619,31618,495,1
108581,100,31616,31623,95,1
108582,1727,31603,31502,788,1
108583,771,31109,31224,472,1
108584,157,31104,31106,248,1
108585,340,31106,31200,48,1
108586,604,31110,31205,683,1
108587,565,31229,31213,774,0
108588,348,31619,31618,807,0
108589,1490,31600,31228,567,1
108590,330,31219,31217,521,1
108591,393,31107,31214,803,1
108592,962,31604,31619,611,1
108593,218,31007,31011,899,1
108594,330,31201,31101,211,1
108595,780,31201,31104,330,1
108596,1399,31101,31236,155,0
108597,550,31222,31600,893,1
108598,1184,31501,31228,760,1
108599,178,31104,31106,654,1
108600,1160,31611,31218,35,1
108601,688,31221,31620,258,1
108602,331,31000,31001,267,1
108603,713,31205,31110,683,1
108604,246,31237,31212,320,1
108605,595,31305,31104,392,1
108606,251,31203,31221,466,1
108607,1630,31236,31213,859,0
108608,1764,31238,31105,913,1
108609,1016,31502,31603,788,1
108610,297,31227,31213,891,1
108611,755,31622,31208,240,1
108612,214,31228,31600,853,1
108613,583,31228,31503,858,1
108614,850,31400,31101,825,1
108615,494,31205,31225,425,1
108616,359,31203,31216,919,1
108617,334,31200,31205,670,1
108618,1345,31004,31005,729,0
108619,331,31229,31200,418,1
108620,1142,31208,31220,653,1
108621,1563,31103,31216,207,1
108622,504,31301,31303,505,1
108623,473,31623,31622,674,1
108624,126,31104,31106,943,1
108625,444,31224,31227,770,1
108626,217,31104,31106,522,1
108627,207,31212,31237,287,1
108628,1692,31101,31111,211,1
108629,343,31212,31205,623,1
108630,1793,31304,31228,461,0
108631,312,31001,31000,797,1
108632,483,31221,31225,271,1
108633,248,31003,31011,42,1
108634,253,31003,31011,128,1
108635,320,31009,31010,444,1
108636,602,31623,31619,381,1
108637,415,31104,31101,392,1
108638,494,31225,31205,425,1
108639,230,31206,31205,873,1
108640,2074,31106,31104,522,1
108641,457,31227,31201,241,1
108642,587,31107,31400,549,1
108643,1323,31613,31700,445,1
108644,337,31619,31613,210,1
108645,186,31111,31101,898,1
108646,1969,31224,31108,915,0
108647,4317,31228,31228,216,0
108648,1186,31238,31238,432,1
108649,167,31111,31101,211,1
108650,4103,31228,31228,865,0
108651,827,31222,31200,946,1
108652,427,31208,31208,240,1
108653,516,31201,31227,299,0
108654,280,31603,31505,54,1
108655,869,31238,31101,763,1
108656,1029,31238,31229,164,1
108657,847,31238,31101,118,1
108658,1039,31228,31229,627,1
108659,1155,31225,31215,833,1
108660,825,31229,31213,619,1
108661,517,31204,31217,55,0
108662,3853,31600,31600,893,0
108663,820,31238,31229,631,1
108664,406,31217,31222,843,1
108665,333,31613,31619,210,1
108666,3501,31600,31600,853,0
108667,852,31401,31106,470,1
108668,395,31605,31606,749,1
108669,296,31213,31227,774,1
108670,418,31604,31227,416,1
108671,392,31201,31101,241,1
108672,443,31229,31222,848,1
108673,1339,31603,31224,185,1
108674,289,31101,31109,320,1
108675,387,31011,31003,42,1
108676,364,31011,31003,863,1
108677,302,31400,31602,549,1
108678,258,31102,31400,94,1
108679,177,31101,31111,118,1
108680,439,31216,31624,207,1
108681,995,31216,31200,699,1
108682,448,31208,31613,240,1
108683,398,31200,31101,946,1
108684,979,31206,31206,116,1
108685,190,31400,31401,122,1
108686,605,31216,31101,311,1
108687,285,31602,31107,549,1
108688,668,31109,31229,320,1
108689,495,31619,31624,381,1
108690,515,31200,31104,687,1
108691,3491,31101,31401,499,1
108692,913,31110,31219,664,1
108693,657,31107,31201,160,1
108694,1526,31200,31200,930,1
108695,274,31112,31104,563,1
108696,771,31603,31620,92,1
108697,476,31401,31104,562,1
108698,196,31205,31204,873,1
108699,590,31218,31610,172,1
108700,1073,31804,31617,125,1
108701,931,31110,31600,683,1
108702,627,31618,31604,807,1
108703,1111,31237,31104,287,1
108704,974,31200,31300,418,1
108705,537,31218,31623,667,1
108706,318,31204,31205,873,1
108707,476,31624,31619,365,1
108708,2303,31400,31225,834,1
108709,414,31222,31217,843,1
108710,459,31100,31228,11,1
108711,1700,31200,31203,571,1
108712,210,31606,31608,749,1
108713,308,31221,31110,261,1
108714,1170,31201,31226,160,1
108715,726,31217,31623,99,1
108716,497,31608,31623,658,1
108717,295,31010,31009,750,1
108718,804,31620,31603,892,1
108719,661,31238,31623,671,1
108720,700,31213,31225,619,1
108721,830,31617,31802,125,1
108722,1030,31203,31214,625,1
108723,3448,31607,31227,316,1
108724,1010,31213,31218,166,0
108725,304,31213,31201,93,1
108726,300,31213,31201,805,1
108727,1198,31213,31505,859,1
108728,216,31217,31218,601,1
108729,640,31237,31201,217,1
108730,1021,31620,31619,478,1
108731,439,31107,31229,549,1
108732,689,31228,31100,11,1
108733,578,31608,31623,113,1
108734,268,31205,31224,873,1
108735,354,31201,31200,93,1
108736,162,31608,31613,73,1
108737,772,31224,31202,107,1
108738,138,31103,31105,953,1
108739,187,31227,31228,180,1
108740,333,31100,31237,358,1
108741,1059,31402,31213,507,1
108742,349,31221,31110,643,1
108743,670,31220,31217,378,1
108744,1473,31217,31229,776,1
108745,343,31219,31218,921,1
108746,384,31201,31229,59,1
108747,527,31218,31613,601,1
108748,1048,31202,31218,31,1
108749,682,31220,31238,826,1
108750,242,31011,31007,45,1
108751,515,31610,31218,172,1
108752,378,31200,31221,551,1
108753,799,31213,31600,153,1
108754,157,31106,31104,654,1
108755,513,31110,31111,401,1
108756,550,31236,31237,795,1
108757,1049,31402,31201,206,1
108758,785,31221,31101,466,1
108759,802,31217,31623,756,1
108760,362,31100,31201,456,1
108761,420,31603,31600,616,1
108762,150,31214,31201,625,1
108763,806,31620,31111,527,1
108764,1939,31624,31104,325,1
108765,1788,31227,31619,774,1
108766,557,31221,31110,564,1
108767,283,31224,31205,873,1
108768,331,31104,31200,330,1
108769,134,31623,31616,709,1
108770,1399,31237,31604,358,1
108771,378,31229,31111,164,0
108772,260,31217,31218,134,1
108773,1081,31109,31101,856,1
108774,1478,31219,31618,5,0
108775,790,31235,31214,386,1
108776,290,31600,31223,153,1
108777,663,31206,31624,131,1
108778,156,31206,31100,449,1
108779,863,31106,31237,924,1
108780,322,31221,31203,508,1
108781,665,31104,31401,687,1
108782,683,31215,31213,652,1
108783,634,31222,31623,135,1
108784,145,31107,31103,96,1
108785,1370,31619,31219,182,1
108786,404,31238,31228,826,1
108787,742,31620,31202,114,1
108788,1363,31619,31219,362,1
108789,915,31205,31214,395,1
108790,714,31222,31624,44,1
108791,705,31106,31300,87,1
108792,271,31620,31600,92,1
108793,1360,31007,31238,202,1
108794,792,31300,31104,408,1
108795,1409,31217,31007,617,1
108796,1128,31007,31217,534,1
108797,245,31011,31010,352,1
108798,937,31218,31227,166,0
108799,504,31110,31205,564,1
108800,231,31204,31224,347,1
108801,234,31602,31107,692,1
108802,714,31100,31600,449,1
108803,1060,31206,31623,116,1
108804,633,31101,31213,825,0
108805,693,31213,31238,891,1
108806,754,31212,31101,566,1
108807,998,31224,31610,85,1
108808,636,31227,31203,316,1
108809,311,31608,31610,749,1
108810,277,31206,31100,514,1
108811,1407,31101,31213,856,1
108812,848,31226,31237,160,0
108813,533,31212,31225,572,1
108814,477,31109,31229,852,1
108815,1319,31220,31619,121,1
108816,565,31624,31503,769,1
108817,1003,31604,31611,916,1
108818,715,31111,31107,118,1
108819,246,31237,31215,795,1
108820,415,31101,31101,311,1
108821,374,31220,31224,647,1
108822,362,31200,31204,699,1
108823,1127,31619,31620,774,1
108824,1048,31101,31624,898,1
108825,731,31100,31229,227,1
108826,242,31009,31011,101,1
108827,351,31104,31200,562,1
108828,360,31624,31600,131,1
108829,986,31229,31229,320,1
108830,537,31110,31105,704,1
108831,1054,31101,31222,946,1
108832,1139,31219,31622,208,1
108833,700,31214,31221,395,1
108834,1125,31401,31228,499,1
108835,763,31108,31624,194,1
108836,1215,31101,31216,536,1
108837,643,31620,31503,523,1
108838,942,31216,31104,297,1
108839,408,31111,31229,663,1
108840,857,31238,31105,202,1
108841,1623,31238,31401,432,1
108842,1200,31236,31104,484,1
108843,905,31217,31603,534,1
108844,490,31221,31225,551,1
108845,649,31224,31228,284,1
108846,395,31223,31503,488,1
108847,630,31217,31600,378,1
108848,876,31206,31104,871,1
108849,220,31011,31007,101,1
108850,858,31620,31204,731,1
108851,476,31109,31102,286,1
108852,1282,31221,31606,497,1
108853,741,31101,31505,566,1
108854,501,31213,31100,28,1
108855,867,31221,31101,743,1
108856,222,31602,31401,746,1
108857,687,31220,31213,653,1
108858,1606,31603,31110,892,1
108859,822,31237,31101,160,1
108860,497,31216,31202,263,1
108861,280,31618,31619,5,1
108862,167,31616,31623,19,1
108863,220,31607,31619,156,1
108864,597,31101,31229,142,1
108865,2032,31214,31620,819,1
108866,566,31620,31227,774,1
108867,1002,31236,31229,155,1
108868,897,31205,31228,623,1
108869,1638,31618,31227,421,0
108870,587,31620,31108,303,1
108871,258,31214,31201,812,1
108872,449,31105,31203,953,1
108873,399,31601,31606,368,1
108874,744,31101,31224,569,1
108875,678,31205,31229,734,1
108876,403,31003,31010,606,1
108877,199,31011,31007,81,1
108878,240,31212,31200,72,1
108879,243,31229,31201,663,1
108880,444,31217,31620,521,1
108881,279,31224,31237,739,1
108882,934,31204,31104,106,1
108883,988,31100,31226,502,1
108884,926,31216,31208,919,1
108885,244,31624,31620,194,1
108886,513,31100,31215,498,1
108887,3157,31222,31228,469,1
108888,353,31608,31208,98,1
108889,279,31200,31110,562,1
108890,475,31213,31237,653,1
108891,711,31200,31107,93,1
108892,1412,31227,31619,774,1
108893,281,31613,31619,601,1
108894,464,31611,31623,916,1
108895,377,31613,31619,384,1
108896,339,31620,31623,145,1
108897,595,31216,31228,536,1
108898,1226,31620,31613,841,1
108899,602,31220,31213,721,1
108900,641,31221,31104,395,1
108901,228,31101,31201,957,1
108902,697,31215,31104,814,1
108903,280,31100,31227,11,1
108904,377,31200,31201,757,1
108905,991,31228,31224,406,1
108906,333,31100,31213,650,1
108907,468,31238,31202,891,1
108908,764,31620,31214,521,1
108909,294,31222,31100,728,1
108910,947,31238,31602,342,1
108911,239,31203,31101,571,1
108912,370,31201,31223,625,1
108913,782,31110,31207,453,1
108914,371,31201,31223,957,1
108915,218,31009,31010,543,1
108916,368,31602,31107,827,1
108917,1040,31205,31105,262,1
108918,440,31610,31622,867,1
108919,466,31223,31203,257,1
108920,203,31107,31103,577,1
108921,473,31401,31104,687,1
108922,590,31227,31201,770,0
108923,438,31213,31201,652,1
108924,385,31110,31111,643,1
108925,799,31213,31205,721,1
108926,696,31203,31620,862,1
108927,545,31208,31610,928,1
108928,814,31227,31208,299,1
108929,521,31201,31100,456,1
108930,673,31618,31620,495,1
108931,215,31608,31613,914,1
108932,1819,31203,31607,316,1
108933,921,31103,31224,403,1
108934,244,31602,31103,897,1
108935,501,31623,31610,95,1
108936,627,31101,31207,141,1
108937,1781,31236,31216,686,1
108938,620,31237,31101,653,1
108939,383,31606,31605,368,1
108940,594,31106,31103,815,1
108941,597,31213,31202,880,1
108942,459,31107,31602,827,1
108943,367,31620,31620,819,1
108944,659,31224,31223,779,1
108945,297,31224,31200,647,1
108946,102,31610,31613,749,1
108947,532,31623,31611,956,1
108948,1273,31223,31229,410,1
108949,3278,31219,31101,468,1
108950,621,31238,31202,778,1
108951,725,31223,31623,917,1
108952,1343,31222,31607,848,1
108953,689,31220,31110,879,0
108954,420,31623,31619,855,1
108955,941,31227,31105,166,1
108956,373,31221,31201,559,1
108957,753,31212,31106,933,1
108958,885,31221,31305,387,1
108959,369,31613,31622,841,1
108960,295,31619,31610,633,1
108961,673,31613,31611,240,1
108962,617,31110,31201,892,1
108963,973,31603,31613,147,1
108964,2705,31620,31101,856,1
108965,436,31623,31622,658,1
108966,641,31300,31106,87,1
108967,502,31200,31101,72,1
108968,2658,31620,31101,819,1
108969,293,31227,31600,603,1
108970,323,31201,31229,757,1
108971,491,31401,31104,432,1
108972,204,31103,31229,221,1
108973,570,31228,31111,180,1
108974,569,31235,31213,178,1
108975,68,31007,31002,45,1
108976,1967,31204,31100,731,1
108977,949,31228,31613,623,1
108978,546,31201,31109,652,1
108979,402,31303,31301,505,1
108980,162,31011,31007,838,1
108981,407,31303,31302,250,1
108982,705,31200,31105,621,1
108983,1509,31624,31105,207,1
108984,531,31108,31605,636,1
108985,327,31618,31608,443,1
108986,893,31227,31110,273,1
108987,1118,31622,31218,867,1
108988,479,31613,31601,749,1
108989,431,31110,31203,879,1
108990,131,31009,31011,905,1
108991,757,31100,31229,456,1
108992,404,31224,31214,511,1
108993,965,31229,31228,852,1
108994,395,31200,31101,647,1
108995,989,31103,31620,96,1
108996,1638,31624,31110,730,1
108997,776,31229,31103,410,1
108998,672,31100,31228,28,1
108999,390,31110,31201,660,1
109000,640,31602,31503,827,1
109001,306,31305,31106,387,1
109002,1007,31624,31202,691,1
109003,385,31600,31503,789,1
109004,540,31305,31302,439,1
109005,608,31220,31228,554,1
109006,278,31200,31201,930,1
109007,192,31201,31214,805,1
109008,345,31616,31603,709,1
109009,930,31238,31623,10,1
109010,510,31106,31105,933,1
109011,782,31218,31623,921,1
109012,599,31602,31102,342,1
109013,555,31207,31602,598,1
109014,370,31600,31603,92,1
109015,1057,31200,31503,48,1
109016,1553,31238,31107,537,1
109017,243,31111,31202,401,1
109018,393,31603,31600,709,1
109019,1798,31100,31605,958,1
109020,424,31213,31201,178,1
109021,222,31200,31229,748,1
109022,501,31200,31205,293,1
109023,487,31200,31205,330,1
109024,438,31229,31201,142,1
109025,507,31214,31103,521,1
109026,373,31111,31201,594,1
109027,1168,31620,31103,862,1
109028,796,31222,31110,424,1
109029,1578,31100,31605,450,0
109030,1552,31100,31605,728,0
109031,7199,31603,31603,467,1
109032,300,31228,31604,567,1
109033,666,31213,31101,825,0
109034,848,31623,31111,209,1
109035,552,31605,31108,636,1
109036,902,31238,31109,536,1
109037,473,31225,31224,74,1
109038,1690,31205,31102,670,1
109039,781,31613,31620,147,1
109040,556,31224,31228,347,1
109041,417,31201,31213,663,0
109042,868,31610,31108,75,1
109043,198,31104,31106,654,1
109044,1231,31220,31613,364,0
109045,297,31214,31202,386,0
109046,599,31602,31112,910,1
109047,240,31101,31111,392,1
109048,398,31103,31201,815,1
109049,500,31201,31109,56,1
109050,414,31622,31613,841,1
109051,412,31622,31613,348,1
109052,364,31623,31623,671,0
109053,494,31616,31228,907,1
109054,582,31620,31108,229,1
109055,980,31228,31212,28,1
109056,695,31224,31111,472,1
109057,365,31229,31111,734,1
109058,205,31106,31104,346,1
109059,766,31623,31601,917,1
109060,1727,31214,31600,805,1
109061,586,31203,31203,864,1
109062,802,31203,31103,508,1
109063,498,31229,31111,776,1
109064,197,31101,31229,571,1
109065,602,31205,31201,304,1
109066,679,31100,31110,574,1
109067,411,31100,31201,514,1
109068,619,31505,31203,566,1
109069,299,31613,31619,841,1
109070,806,31221,31107,509,1
109071,573,31203,31223,257,1
109072,569,31228,31221,461,1
109073,3208,31237,31237,901,1
109074,339,31200,31201,117,1
109075,196,31608,31613,747,1
109076,370,31002,31009,828,1
109077,856,31225,31227,271,1
109078,352,31216,31202,191,1
109079,829,31217,31203,55,1
109080,373,31623,31618,667,1
109081,291,31201,31101,514,1
109082,523,31203,31223,566,1
109083,880,31203,31602,864,1
109084,337,31603,31616,92,1
109085,681,31201,31103,304,1
109086,917,31224,31102,406,1
109087,291,31603,31616,534,1
109088,436,31201,31229,930,1
109089,426,31101,31104,373,1
109090,1277,31201,31400,660,1
109091,320,31201,31229,594,1
109092,619,31104,31401,325,1
109093,563,31104,31201,373,1
109094,332,31101,31203,241,1
109095,1117,31101,31101,647,1
109096,292,31203,31223,953,1
109097,833,31212,31109,865,1
109098,328,31223,31111,779,1
109099,490,31205,31200,622,1
109100,491,31205,31200,591,1
109101,360,31221,31110,469,1
109102,439,31623,31622,189,1
109103,510,31206,31213,311,1
109104,738,31624,31201,64,1
109105,261,31201,31101,373,1
109106,708,31216,31109,803,1
109107,1699,31102,31102,388,1
109108,147,31200,31212,346,1
109109,756,31613,31616,945,1
109110,516,31103,31214,862,1
109111,118,31002,31003,349,1
109112,177,31602,31102,598,1
109113,966,31220,31225,341,1
109114,260,31105,31101,680,0
109115,500,31605,31218,4,1
109116,264,31618,31619,601,1
109117,350,31229,31203,930,1
109118,431,31229,31107,571,1
109119,919,31613,31603,532,1
109120,551,31602,31109,864,1
109121,460,31205,31110,564,1
109122,105,31103,31105,577,1
109123,302,31103,31102,508,1
109124,238,31200,31110,395,1
109125,337,31619,31613,478,1
109126,862,31238,31108,216,1
109127,860,31238,31108,499,1
109128,491,31227,31109,407,1
109129,1390,31101,31228,680,0
109130,885,31623,31202,145,1
109131,790,31007,31009,838,1
109132,415,31112,31107,910,1
109133,112,31603,31603,788,1
109134,617,31503,31617,769,1
109135,207,31212,31200,346,1
109136,341,31013,31001,851,1
109137,330,31013,31001,831,1
109138,196,31229,31110,221,1
109139,1601,31101,31300,72,1
109140,1587,31101,31300,825,1
109141,665,31101,31237,743,1
109142,259,31105,31101,621,1
109143,297,31207,31105,453,1
109144,378,31613,31622,478,1
109145,559,31620,31203,600,1
109146,316,31602,31107,217,1
109147,298,31222,31600,693,1
109148,230,31107,31105,118,1
109149,654,31201,31103,815,1
109150,462,31613,31622,874,1
109151,438,31613,31622,747,1
109152,940,31228,31229,294,1
109153,262,31201,31229,206,1
109154,396,31105,31214,453,1
109155,324,31620,31616,147,1
109156,437,31203,31110,241,1
109157,392,31602,31104,117,1
109158,189,31202,31229,880,1
109159,287,31202,31111,263,1
109160,250,31104,31105,106,1
109161,714,31620,31611,258,1
109162,579,31225,31110,713,1
109163,229,31201,31214,64,1
109164,594,31228,31224,448,1
109165,576,31227,31214,271,1
109166,663,31620,31201,495,1
109167,376,31107,31104,217,1
109168,146,31205,31220,330,1
109169,303,31102,31400,277,1
109170,306,31102,31400,288,1
109171,348,31111,31223,263,1
109172,364,31203,31228,55,1
109173,244,31613,31619,364,1
109174,554,31605,31611,450,1
109175,418,31007,31010,57,1
109176,322,31102,31107,388,1
109177,211,31110,31229,564,1
109178,1156,31225,31609,151,1
109179,333,31200,31201,346,1
109180,516,31202,31602,401,1
109181,320,31101,31214,819,1
109182,1148,31236,31602,593,1
109183,956,31105,31229,913,1
109184,791,31620,31622,194,1
109185,515,31611,31607,258,1
109186,1092,31106,31401,849,1
109187,186,31214,31201,64,1
109188,871,31613,31613,348,1
109189,734,31305,31202,918,1
109190,338,31104,31107,408,1
109191,161,31400,31102,94,1
109192,635,31110,31225,713,1
109193,196,31224,31200,885,1
109194,284,31602,31400,401,1
109195,255,31613,31606,914,1
109196,255,31102,31401,94,1
109197,294,31203,31214,879,1
109198,462,31203,31101,930,1
109199,294,31101,31214,653,1
109200,250,31400,31102,288,1
109201,245,31400,31102,277,1
109202,266,31623,31611,10,1
109203,143,31229,31101,913,1
109204,843,31201,31618,495,1
109205,912,31225,31228,341,1
109206,342,31102,31101,906,1
109207,196,31401,31400,746,1
109208,243,31102,31107,406,1
109209,185,31228,31223,55,1
109210,499,31203,31505,600,1
109211,754,31238,31503,284,1
109212,358,31103,31102,304,1
109213,129,31200,31214,814,1
109214,370,31111,31207,643,1
109215,160,31214,31201,653,1
109216,1902,31235,31228,557,0
109217,480,31213,31110,663,1
109218,456,31214,31109,819,1
109219,279,31107,31104,509,1
109220,246,31619,31601,121,1
109221,899,31223,31206,957,1
109222,238,31007,31009,308,1
109223,169,31007,31012,81,1
109224,722,31108,31238,303,1
109225,546,31600,31227,131,1
109226,509,31110,31220,562,1
109227,143,31100,31206,642,1
109228,589,31623,31208,671,1
109229,254,31009,31007,838,1
109230,275,31218,31219,203,1
109231,378,31202,31238,398,1
109232,1427,31501,31605,26,1
109233,471,31623,31218,756,1
109234,542,31108,31605,636,1
109235,576,31505,31623,54,1
109236,333,31605,31209,368,1
109237,406,31200,31220,591,1
109238,154,31613,31608,348,1
109239,1181,31623,31206,116,1
109240,476,31301,31303,115,1
109241,463,31301,31303,309,1
109242,903,31208,31216,671,1
109243,504,31008,31012,501,1
109244,341,31619,31623,364,1
109245,730,31401,31106,122,1
109246,996,31107,31503,93,1
109247,467,31600,31213,709,1
109248,499,31601,31606,121,1
109249,539,31200,31202,885,1
109250,283,31218,31217,134,1
109251,731,31623,31218,364,1
109252,165,31214,31221,669,1
109253,757,31623,31217,99,1
109254,139,31613,31608,623,1
109255,172,31100,31206,563,1
109256,1427,31607,31607,258,1
109257,235,31229,31200,320,1
109258,679,31611,31604,956,1
109259,294,31238,31620,826,1
109260,774,31619,31219,210,1
109261,325,31600,31222,693,1
109262,427,31622,31623,478,1
109263,2322,31103,31238,897,1
109264,310,31201,31200,178,1
109265,1125,31401,31228,94,1
109266,370,31203,31200,595,1
109267,519,31212,31220,28,1
109268,204,31610,31608,452,1
109269,268,31220,31205,562,1
109270,163,31201,31214,346,1
109271,1150,31604,31237,358,1
109272,612,31107,31221,632,1
109273,1263,31007,31217,617,1
109274,1071,31611,31221,240,1
109275,629,31109,31212,314,1
109276,298,31218,31219,756,1
109277,821,31105,31224,754,1
109278,1309,31004,31609,184,1
109279,1129,31110,31603,730,1
109280,394,31619,31623,384,1
109281,346,31104,31110,871,1
109282,1233,31400,31217,62,1
109283,221,31100,31206,731,1
109284,813,31202,31623,918,1
109285,846,31229,31623,227,1
109286,359,31108,31266,915,1
109287,818,31400,31203,746,1
109288,561,31101,31221,160,1
109289,667,31105,31213,481,1
109290,257,31108,31218,582,1
109291,926,31102,31224,304,1
109292,442,31223,31203,52,1
109293,714,31105,31212,363,1
109294,386,31207,31101,141,1
109295,863,31103,31212,882,1
109296,1277,31603,31224,532,1
109297,555,31237,31236,25,1
109298,1688,31622,31227,360,1
109299,626,31623,31613,135,1
109300,684,31217,31266,99,1
109301,457,31605,31108,636,1
109302,912,31101,31100,913,1
109303,632,31503,31620,725,1
109304,712,31624,31217,898,1
109305,841,31605,31235,728,1
109306,705,31503,31216,858,1
109307,1570,31606,31220,842,0
109308,766,31503,31238,609,1
109309,636,31201,31212,653,1
109310,427,31223,31213,625,1
109311,943,31104,31227,217,1
109312,659,31624,31206,282,1
